ano,genero,mes,numero,uf_id,data,data_ordinal
2015,1,2,10,42,2015-02-01,735630
2015,1,1,6,42,2015-01-01,735599
2015,1,8,9,50,2015-08-01,735811
2015,1,7,4,50,2015-07-01,735780
2015,1,6,2,50,2015-06-01,735750
2015,1,5,3,50,2015-05-01,735719
2015,1,8,13,41,2015-08-01,735811
2015,1,7,13,41,2015-07-01,735780
2015,1,6,7,41,2015-06-01,735750
2015,1,5,13,41,2015-05-01,735719
2015,1,12,8,43,2015-12-01,735933
2015,1,11,11,43,2015-11-01,735903
2015,1,10,4,43,2015-10-01,735872
2015,1,9,13,43,2015-09-01,735842
2015,1,8,4,43,2015-08-01,735811
2015,1,7,7,43,2015-07-01,735780
2015,1,6,7,43,2015-06-01,735750
2015,1,5,9,43,2015-05-01,735719
2015,1,12,0,51,2015-12-01,735933
2015,1,11,1,51,2015-11-01,735903
2015,1,10,1,51,2015-10-01,735872
2015,1,9,3,51,2015-09-01,735842
2015,1,12,19,42,2015-12-01,735933
2015,1,11,11,42,2015-11-01,735903
2015,1,10,8,42,2015-10-01,735872
2015,1,9,30,42,2015-09-01,735842
2015,1,4,2,51,2015-04-01,735689
2015,1,3,0,51,2015-03-01,735658
2015,1,2,1,51,2015-02-01,735630
2015,1,1,0,51,2015-01-01,735599
2015,1,12,6,50,2015-12-01,735933
2015,1,11,3,50,2015-11-01,735903
2015,1,10,3,50,2015-10-01,735872
2015,1,9,4,50,2015-09-01,735842
2015,1,4,7,53,2015-04-01,735689
2015,1,3,5,53,2015-03-01,735658
2015,1,2,2,53,2015-02-01,735630
2015,1,1,2,53,2015-01-01,735599
2015,1,4,4,50,2015-04-01,735689
2015,1,3,1,50,2015-03-01,735658
2015,1,2,2,50,2015-02-01,735630
2015,1,1,4,50,2015-01-01,735599
2015,1,12,16,52,2015-12-01,735933
2015,1,11,8,52,2015-11-01,735903
2015,1,10,12,52,2015-10-01,735872
2015,1,9,9,52,2015-09-01,735842
2015,1,8,8,52,2015-08-01,735811
2015,1,7,7,52,2015-07-01,735780
2015,1,6,6,52,2015-06-01,735750
2015,1,5,7,52,2015-05-01,735719
2015,1,4,3,52,2015-04-01,735689
2015,1,3,5,52,2015-03-01,735658
2015,1,2,7,52,2015-02-01,735630
2015,1,1,7,52,2015-01-01,735599
2015,1,8,1,51,2015-08-01,735811
2015,1,7,1,51,2015-07-01,735780
2015,1,6,1,51,2015-06-01,735750
2015,1,5,0,51,2015-05-01,735719
2015,0,12,0,14,2015-12-01,735933
2015,0,11,0,14,2015-11-01,735903
2015,0,10,1,14,2015-10-01,735872
2015,0,9,0,14,2015-09-01,735842
2015,0,8,0,14,2015-08-01,735811
2015,0,7,0,14,2015-07-01,735780
2015,0,6,0,14,2015-06-01,735750
2015,0,5,0,14,2015-05-01,735719
2015,1,12,5,53,2015-12-01,735933
2015,1,11,5,53,2015-11-01,735903
2015,1,10,8,53,2015-10-01,735872
2015,1,9,3,53,2015-09-01,735842
2015,1,8,2,53,2015-08-01,735811
2015,1,7,5,53,2015-07-01,735780
2015,1,6,16,53,2015-06-01,735750
2015,1,5,4,53,2015-05-01,735719
2015,0,8,1,17,2015-08-01,735811
2015,0,7,0,17,2015-07-01,735780
2015,0,6,1,17,2015-06-01,735750
2015,0,5,0,17,2015-05-01,735719
2015,0,4,1,17,2015-04-01,735689
2015,0,3,0,17,2015-03-01,735658
2015,0,2,1,17,2015-02-01,735630
2015,0,1,1,17,2015-01-01,735599
2015,0,12,0,16,2015-12-01,735933
2015,0,11,0,16,2015-11-01,735903
2015,0,10,0,16,2015-10-01,735872
2015,0,9,0,16,2015-09-01,735842
2015,0,8,0,16,2015-08-01,735811
2015,0,7,1,16,2015-07-01,735780
2015,0,6,0,16,2015-06-01,735750
2015,0,5,0,16,2015-05-01,735719
2015,0,6,0,12,2015-06-01,735750
2015,0,7,0,12,2015-07-01,735780
2015,0,8,0,12,2015-08-01,735811
2015,0,9,0,12,2015-09-01,735842
2015,0,10,0,12,2015-10-01,735872
2015,0,11,0,12,2015-11-01,735903
2015,0,12,0,12,2015-12-01,735933
2015,0,9,0,13,2015-09-01,735842
2016,0,8,1,11,2016-08-01,736177
2016,0,7,0,11,2016-07-01,736146
2016,0,6,2,11,2016-06-01,736116
2016,0,5,0,11,2016-05-01,736085
2016,0,4,1,11,2016-04-01,736055
2016,0,3,0,11,2016-03-01,736024
2016,0,2,1,11,2016-02-01,735995
2016,0,1,0,11,2016-01-01,735964
2016,1,8,10,52,2016-08-01,736177
2016,1,7,6,52,2016-07-01,736146
2016,1,6,5,52,2016-06-01,736116
2016,1,5,11,52,2016-05-01,736085
2016,1,4,8,52,2016-04-01,736055
