ano,uf,genero,mes,numero,Região
2015,Acre,Masculino,Abril,0,Norte
2015,Acre,Masculino,Março,0,Norte
2015,Acre,Masculino,Fevereiro,0,Norte
2015,Acre,Masculino,Janeiro,0,Norte
2015,Rondônia,Masculino,Dezembro,1,Norte
2015,Rondônia,Masculino,Novembro,0,Norte
2015,Rondônia,Masculino,Outubro,0,Norte
2015,Rondônia,Masculino,Setembro,0,Norte
2015,Pará,Masculino,Agosto,3,Norte
2015,Pará,Masculino,Julho,1,Norte
2015,Pará,Masculino,Junho,11,Norte
2015,Pará,Masculino,Maio,11,Norte
2015,Pará,Masculino,Abril,3,Norte
2015,Pará,Masculino,Março,2,Norte
2015,Pará,Masculino,Fevereiro,1,Norte
2015,Pará,Masculino,Janeiro,3,Norte
2015,Amapá,Masculino,Abril,0,Norte
2015,Amapá,Masculino,Março,1,Norte
2015,Amapá,Masculino,Fevereiro,1,Norte
2015,Amapá,Masculino,Janeiro,0,Norte
2015,Pará,Masculino,Dezembro,15,Norte
2015,Pará,Masculino,Novembro,3,Norte
2015,Pará,Masculino,Outubro,2,Norte
2015,Pará,Masculino,Setembro,0,Norte
2015,Roraima,Masculino,Abril,0,Norte
2015,Roraima,Masculino,Março,0,Norte
2015,Roraima,Masculino,Fevereiro,0,Norte
2015,Roraima,Masculino,Janeiro,0,Norte
2015,Amazonas,Masculino,Dezembro,5,Norte
2015,Amazonas,Masculino,Novembro,3,Norte
2015,Amazonas,Masculino,Outubro,4,Norte
2015,Acre,Masculino,Maio,0,Norte
2015,Maranhão,Masculino,Dezembro,10,Nordeste
2015,Maranhão,Masculino,Novembro,4,Nordeste
2015,Maranhão,Masculino,Outubro,6,Nordeste
2015,Maranhão,Masculino,Setembro,2,Nordeste
2015,Maranhão,Masculino,Agosto,1,Nordeste
2015,Maranhão,Masculino,Julho,6,Nordeste
2015,Maranhão,Masculino,Junho,2,Nordeste
2015,Maranhão,Masculino,Maio,1,Nordeste
2015,Maranhão,Masculino,Abril,5,Nordeste
2015,Maranhão,Masculino,Março,1,Nordeste
2015,Maranhão,Masculino,Fevereiro,4,Nordeste
2015,Maranhão,Masculino,Janeiro,8,Nordeste
2015,Tocantins,Masculino,Dezembro,0,Norte
2015,Tocantins,Masculino,Novembro,1,Norte
2015,Tocantins,Masculino,Outubro,0,Norte
2015,Tocantins,Masculino,Setembro,0,Norte
2015,Ceará,Masculino,Abril,16,Nordeste
2015,Ceará,Masculino,Março,11,Nordeste
2015,Ceará,Masculino,Fevereiro,25,Nordeste
2015,Ceará,Masculino,Janeiro,17,Nordeste
2015,Piauí,Masculino,Dezembro,0,Nordeste
2015,Piauí,Masculino,Novembro,0,Nordeste
2015,Piauí,Masculino,Outubro,0,Nordeste
2015,Piauí,Masculino,Setembro,1,Nordeste
2015,Piauí,Masculino,Agosto,1,Nordeste
2015,Piauí,Masculino,Julho,2,Nordeste
2015,Piauí,Masculino,Junho,0,Nordeste
2015,Piauí,Masculino,Maio,2,Nordeste
2015,Piauí,Masculino,Abril,1,Nordeste
2015,Piauí,Masculino,Março,0,Nordeste
2015,Piauí,Masculino,Fevereiro,0,Nordeste
2015,Piauí,Masculino,Janeiro,0,Nordeste
2015,Rio Grande do Norte,Masculino,Agosto,1,Nordeste
2015,Rio Grande do Norte,Masculino,Julho,1,Nordeste
2015,Rio Grande do Norte,Masculino,Junho,0,Nordeste
2015,Rio Grande do Norte,Masculino,Maio,0,Nordeste
2015,Rio Grande do Norte,Masculino,Abril,0,Nordeste
2015,Rio Grande do Norte,Masculino,Março,3,Nordeste
2015,Rio Grande do Norte,Masculino,Fevereiro,1,Nordeste
2015,Rio Grande do Norte,Masculino,Janeiro,0,Nordeste
2015,Ceará,Masculino,Dezembro,25,Nordeste
2015,Ceará,Masculino,Novembro,21,Nordeste
2015,Ceará,Masculino,Outubro,16,Nordeste
2015,Ceará,Masculino,Setembro,25,Nordeste
2015,Ceará,Masculino,Agosto,17,Nordeste
2015,Ceará,Masculino,Julho,26,Nordeste
2015,Ceará,Masculino,Junho,29,Nordeste
2015,Ceará,Masculino,Maio,18,Nordeste
2015,Paraíba,Masculino,Dezembro,4,Nordeste
2015,Paraíba,Masculino,Novembro,3,Nordeste
2015,Paraíba,Masculino,Outubro,2,Nordeste
2015,Paraíba,Masculino,Setembro,2,Nordeste
2015,Paraíba,Masculino,Agosto,0,Nordeste
2015,Paraíba,Masculino,Julho,1,Nordeste
2015,Paraíba,Masculino,Junho,2,Nordeste
2015,Paraíba,Masculino,Maio,1,Nordeste
2015,Paraíba,Masculino,Abril,0,Nordeste
2015,Paraíba,Masculino,Março,2,Nordeste
2015,Paraíba,Masculino,Fevereiro,0,Nordeste
2015,Paraíba,Masculino,Janeiro,1,Nordeste
2015,Rio Grande do Norte,Masculino,Dezembro,4,Nordeste
2015,Rio Grande do Norte,Masculino,Novembro,2,Nordeste
2015,Rio Grande do Norte,Masculino,Outubro,2,Nordeste
2015,Rio Grande do Norte,Masculino,Setembro,3,Nordeste
2015,Alagoas,Masculino,Abril,0,Nordeste
2015,Alagoas,Masculino,Março,1,Nordeste
2015,Alagoas,Masculino,Fevereiro,0,Nordeste
2015,Alagoas,Masculino,Janeiro,4,Nordeste
2015,Pernambuco,Masculino,Dezembro,11,Nordeste
2015,Pernambuco,Masculino,Novembro,7,Nordeste
2015,Pernambuco,Masculino,Outubro,5,Nordeste
2015,Pernambuco,Masculino,Setembro,5,Nordeste
2015,Pernambuco,Masculino,Agosto,3,Nordeste
2015,Pernambuco,Masculino,Julho,3,Nordeste
2015,Pernambuco,Masculino,Junho,4,Nordeste
2015,Pernambuco,Masculino,Maio,10,Nordeste
2015,Pernambuco,Masculino,Abril,8,Nordeste
2015,Pernambuco,Masculino,Março,4,Nordeste
2015,Pernambuco,Masculino,Fevereiro,6,Nordeste
2015,Pernambuco,Masculino,Janeiro,8,Nordeste
2015,Sergipe,Masculino,Agosto,0,Nordeste
2015,Sergipe,Masculino,Julho,0,Nordeste
2015,Sergipe,Masculino,Junho,1,Nordeste
2015,Sergipe,Masculino,Maio,1,Nordeste
2015,Sergipe,Masculino,Abril,0,Nordeste
2015,Sergipe,Masculino,Março,1,Nordeste
2015,Sergipe,Masculino,Fevereiro,1,Nordeste
2015,Sergipe,Masculino,Janeiro,1,Nordeste
2015,Alagoas,Masculino,Dezembro,4,Nordeste
2015,Alagoas,Masculino,Novembro,3,Nordeste
2015,Alagoas,Masculino,Outubro,1,Nordeste
2015,Alagoas,Masculino,Setembro,3,Nordeste
2015,Alagoas,Masculino,Agosto,0,Nordeste
2015,Alagoas,Masculino,Julho,1,Nordeste
2015,Alagoas,Masculino,Junho,1,Nordeste
2015,Alagoas,Masculino,Maio,1,Nordeste
2015,Bahia,Masculino,Dezembro,3,Nordeste
2015,Bahia,Masculino,Novembro,6,Nordeste
2015,Bahia,Masculino,Outubro,4,Nordeste
2015,Bahia,Masculino,Setembro,4,Nordeste
2015,Bahia,Masculino,Agosto,8,Nordeste
2015,Bahia,Masculino,Julho,4,Nordeste
2015,Bahia,Masculino,Junho,6,Nordeste
2015,Bahia,Masculino,Maio,7,Nordeste
2015,Bahia,Masculino,Abril,5,Nordeste
2015,Bahia,Masculino,Março,5,Nordeste
2015,Bahia,Masculino,Fevereiro,2,Nordeste
2015,Bahia,Masculino,Janeiro,2,Nordeste
2015,Sergipe,Masculino,Dezembro,1,Nordeste
2015,Sergipe,Masculino,Novembro,0,Nordeste
2015,Sergipe,Masculino,Outubro,0,Nordeste
2015,Sergipe,Masculino,Setembro,1,Nordeste
2015,Espírito Santo,Masculino,Abril,3,Sudeste
2015,Espírito Santo,Masculino,Março,3,Sudeste
2015,Espírito Santo,Masculino,Fevereiro,1,Sudeste
2015,Espírito Santo,Masculino,Janeiro,1,Sudeste
2015,Minas Gerais,Masculino,Dezembro,13,Sudeste
2015,Minas Gerais,Masculino,Novembro,25,Sudeste
2015,Minas Gerais,Masculino,Outubro,31,Sudeste
2015,Minas Gerais,Masculino,Setembro,14,Sudeste
2015,Minas Gerais,Masculino,Agosto,14,Sudeste
2015,Minas Gerais,Masculino,Julho,17,Sudeste
2015,Minas Gerais,Masculino,Junho,12,Sudeste
2015,Minas Gerais,Masculino,Maio,11,Sudeste
2015,Minas Gerais,Masculino,Abril,11,Sudeste
2015,Minas Gerais,Masculino,Março,13,Sudeste
2015,Minas Gerais,Masculino,Fevereiro,6,Sudeste
2015,Minas Gerais,Masculino,Janeiro,10,Sudeste
2015,Rio de Janeiro,Masculino,Agosto,17,Sudeste
2015,Rio de Janeiro,Masculino,Julho,20,Sudeste
2015,Rio de Janeiro,Masculino,Junho,23,Sudeste
2015,Rio de Janeiro,Masculino,Maio,16,Sudeste
2015,Rio de Janeiro,Masculino,Abril,23,Sudeste
2015,Rio de Janeiro,Masculino,Março,18,Sudeste
2015,Rio de Janeiro,Masculino,Fevereiro,14,Sudeste
2015,Rio de Janeiro,Masculino,Janeiro,11,Sudeste
2015,Espírito Santo,Masculino,Dezembro,7,Sudeste
2015,Espírito Santo,Masculino,Novembro,6,Sudeste
2015,Espírito Santo,Masculino,Outubro,5,Sudeste
2015,Espírito Santo,Masculino,Setembro,4,Sudeste
2015,Espírito Santo,Masculino,Agosto,3,Sudeste
2015,Espírito Santo,Masculino,Julho,6,Sudeste
2015,Espírito Santo,Masculino,Junho,1,Sudeste
2015,Espírito Santo,Masculino,Maio,2,Sudeste
2015,São Paulo,Masculino,Dezembro,78,Sudeste
2015,São Paulo,Masculino,Novembro,86,Sudeste
2015,São Paulo,Masculino,Outubro,85,Sudeste
2015,São Paulo,Masculino,Setembro,76,Sudeste
2015,São Paulo,Masculino,Agosto,72,Sudeste
2015,São Paulo,Masculino,Julho,72,Sudeste
2015,São Paulo,Masculino,Junho,69,Sudeste
2015,São Paulo,Masculino,Maio,62,Sudeste
2015,São Paulo,Masculino,Abril,64,Sudeste
2015,São Paulo,Masculino,Março,68,Sudeste
2015,São Paulo,Masculino,Fevereiro,57,Sudeste
2015,São Paulo,Masculino,Janeiro,69,Sudeste
2015,Rio de Janeiro,Masculino,Dezembro,52,Sudeste
2015,Rio de Janeiro,Masculino,Novembro,32,Sudeste
2015,Rio de Janeiro,Masculino,Outubro,23,Sudeste
2015,Rio de Janeiro,Masculino,Setembro,26,Sudeste
2015,Santa Catarina,Masculino,Abril,18,Sul
2015,Santa Catarina,Masculino,Março,16,Sul
2015,Santa Catarina,Masculino,Fevereiro,9,Sul
2015,Santa Catarina,Masculino,Janeiro,8,Sul
2015,Paraná,Masculino,Dezembro,11,Sul
2015,Paraná,Masculino,Novembro,12,Sul
2015,Paraná,Masculino,Outubro,27,Sul
2015,Paraná,Masculino,Setembro,17,Sul
2015,Paraná,Masculino,Agosto,7,Sul
2015,Paraná,Masculino,Julho,13,Sul
2015,Paraná,Masculino,Junho,10,Sul
2015,Paraná,Masculino,Maio,16,Sul
2015,Paraná,Masculino,Abril,17,Sul
2015,Paraná,Masculino,Março,7,Sul
2015,Paraná,Masculino,Fevereiro,9,Sul
2015,Paraná,Masculino,Janeiro,14,Sul
2015,Rio Grande do Sul,Masculino,Agosto,11,Sul
2015,Rio Grande do Sul,Masculino,Julho,11,Sul
2015,Rio Grande do Sul,Masculino,Junho,11,Sul
2015,Rio Grande do Sul,Masculino,Maio,15,Sul
2015,Rio Grande do Sul,Masculino,Abril,7,Sul
2015,Rio Grande do Sul,Masculino,Março,12,Sul
2015,Rio Grande do Sul,Masculino,Fevereiro,5,Sul
2015,Rio Grande do Sul,Masculino,Janeiro,6,Sul
2015,Santa Catarina,Masculino,Dezembro,16,Sul
2015,Santa Catarina,Masculino,Novembro,22,Sul
2015,Santa Catarina,Masculino,Outubro,24,Sul
2015,Santa Catarina,Masculino,Setembro,36,Sul
2015,Santa Catarina,Masculino,Agosto,14,Sul
2015,Santa Catarina,Masculino,Julho,15,Sul
2015,Santa Catarina,Masculino,Junho,16,Sul
2015,Santa Catarina,Masculino,Maio,16,Sul
2015,Mato Grosso do Sul,Masculino,Dezembro,3,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Novembro,1,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Outubro,2,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Setembro,0,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Agosto,5,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Julho,3,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Junho,3,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Maio,1,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Abril,3,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Março,0,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Fevereiro,1,Centro-Oeste
2015,Mato Grosso do Sul,Masculino,Janeiro,1,Centro-Oeste
2015,Rio Grande do Sul,Masculino,Dezembro,5,Sul
2015,Rio Grande do Sul,Masculino,Novembro,8,Sul
2015,Rio Grande do Sul,Masculino,Outubro,11,Sul
2015,Rio Grande do Sul,Masculino,Setembro,6,Sul
2015,Goiás,Masculino,Abril,11,Centro-Oeste
2015,Goiás,Masculino,Março,8,Centro-Oeste
2015,Goiás,Masculino,Fevereiro,8,Centro-Oeste
2015,Goiás,Masculino,Janeiro,6,Centro-Oeste
2015,Mato Grosso,Masculino,Dezembro,0,Centro-Oeste
2015,Mato Grosso,Masculino,Novembro,0,Centro-Oeste
2015,Mato Grosso,Masculino,Outubro,1,Centro-Oeste
2015,Mato Grosso,Masculino,Setembro,5,Centro-Oeste
2015,Mato Grosso,Masculino,Agosto,0,Centro-Oeste
2015,Mato Grosso,Masculino,Julho,1,Centro-Oeste
2015,Mato Grosso,Masculino,Junho,2,Centro-Oeste
2015,Mato Grosso,Masculino,Maio,1,Centro-Oeste
2015,Mato Grosso,Masculino,Abril,0,Centro-Oeste
2015,Mato Grosso,Masculino,Março,1,Centro-Oeste
2015,Mato Grosso,Masculino,Fevereiro,1,Centro-Oeste
2015,Mato Grosso,Masculino,Janeiro,2,Centro-Oeste
2015,Distrito Federal,Masculino,Agosto,2,Centro-Oeste
2015,Distrito Federal,Masculino,Julho,5,Centro-Oeste
2015,Distrito Federal,Masculino,Junho,4,Centro-Oeste
2015,Distrito Federal,Masculino,Maio,6,Centro-Oeste
2015,Distrito Federal,Masculino,Abril,6,Centro-Oeste
2015,Distrito Federal,Masculino,Março,5,Centro-Oeste
2015,Distrito Federal,Masculino,Fevereiro,4,Centro-Oeste
2015,Distrito Federal,Masculino,Janeiro,3,Centro-Oeste
2015,Goiás,Masculino,Dezembro,12,Centro-Oeste
2015,Goiás,Masculino,Novembro,5,Centro-Oeste
2015,Goiás,Masculino,Outubro,8,Centro-Oeste
2015,Goiás,Masculino,Setembro,8,Centro-Oeste
2015,Goiás,Masculino,Agosto,2,Centro-Oeste
2015,Goiás,Masculino,Julho,10,Centro-Oeste
2015,Goiás,Masculino,Junho,8,Centro-Oeste
2015,Goiás,Masculino,Maio,9,Centro-Oeste
2015,Amazonas,Masculino,Abril,2,Norte
2015,Amazonas,Masculino,Março,3,Norte
2015,Amazonas,Masculino,Fevereiro,6,Norte
2015,Amazonas,Masculino,Janeiro,0,Norte
2015,Rondônia,Masculino,Agosto,1,Norte
2015,Rondônia,Masculino,Julho,3,Norte
2015,Rondônia,Masculino,Junho,0,Norte
2015,Rondônia,Masculino,Maio,0,Norte
2015,Rondônia,Masculino,Abril,0,Norte
2015,Rondônia,Masculino,Março,1,Norte
2015,Rondônia,Masculino,Fevereiro,0,Norte
2015,Rondônia,Masculino,Janeiro,1,Norte
2015,Distrito Federal,Masculino,Dezembro,5,Centro-Oeste
2015,Distrito Federal,Masculino,Novembro,7,Centro-Oeste
2015,Distrito Federal,Masculino,Outubro,4,Centro-Oeste
2015,Distrito Federal,Masculino,Setembro,5,Centro-Oeste
2015,Rondônia,Feminino,Agosto,1,Norte
2015,Rondônia,Feminino,Julho,0,Norte
2015,Rondônia,Feminino,Junho,3,Norte
2015,Rondônia,Feminino,Maio,0,Norte
2015,Rondônia,Feminino,Abril,1,Norte
2015,Rondônia,Feminino,Março,0,Norte
2015,Rondônia,Feminino,Fevereiro,1,Norte
2015,Rondônia,Feminino,Janeiro,2,Norte
2015,Amazonas,Feminino,Abril,2,Norte
2015,Amazonas,Feminino,Março,2,Norte
2015,Amazonas,Feminino,Fevereiro,3,Norte
2015,Amazonas,Feminino,Janeiro,2,Norte
2015,Amazonas,Masculino,Agosto,6,Norte
2015,Amazonas,Masculino,Julho,7,Norte
2015,Amazonas,Masculino,Junho,4,Norte
2015,Amazonas,Masculino,Maio,4,Norte
2015,Acre,Feminino,Agosto,1,Norte
2015,Acre,Feminino,Julho,1,Norte
2015,Acre,Feminino,Junho,0,Norte
2015,Acre,Feminino,Maio,0,Norte
2015,Acre,Feminino,Abril,0,Norte
2015,Acre,Feminino,Março,0,Norte
2015,Acre,Feminino,Fevereiro,0,Norte
2015,Acre,Feminino,Janeiro,0,Norte
2015,Roraima,Feminino,Agosto,0,Norte
2015,Roraima,Feminino,Julho,0,Norte
2015,Roraima,Feminino,Junho,1,Norte
2015,Roraima,Feminino,Maio,0,Norte
2015,Rondônia,Feminino,Dezembro,1,Norte
2015,Rondônia,Feminino,Novembro,1,Norte
2015,Rondônia,Feminino,Outubro,0,Norte
2015,Rondônia,Feminino,Setembro,1,Norte
2015,Amazonas,Feminino,Dezembro,0,Norte
2015,Amazonas,Feminino,Novembro,1,Norte
2015,Amazonas,Feminino,Outubro,2,Norte
2015,Amazonas,Feminino,Setembro,3,Norte
2015,Amazonas,Feminino,Agosto,5,Norte
2015,Amazonas,Feminino,Julho,28,Norte
2015,Amazonas,Feminino,Junho,3,Norte
2015,Amazonas,Feminino,Maio,3,Norte
2015,Pará,Feminino,Dezembro,15,Norte
2015,Pará,Feminino,Novembro,2,Norte
2015,Pará,Feminino,Outubro,1,Norte
2015,Pará,Feminino,Setembro,3,Norte
2015,Acre,Feminino,Dezembro,2,Norte
2015,Acre,Feminino,Novembro,1,Norte
2015,Acre,Feminino,Outubro,0,Norte
2015,Acre,Feminino,Setembro,1,Norte
2015,Pará,Feminino,Abril,1,Norte
2015,Pará,Feminino,Março,2,Norte
2015,Pará,Feminino,Fevereiro,0,Norte
2015,Pará,Feminino,Janeiro,0,Norte
2015,Roraima,Feminino,Dezembro,1,Norte
2015,Roraima,Feminino,Novembro,1,Norte
2015,Roraima,Feminino,Outubro,0,Norte
2015,Roraima,Feminino,Setembro,2,Norte
2015,Tocantins,Feminino,Abril,0,Norte
2015,Tocantins,Feminino,Março,0,Norte
2015,Tocantins,Feminino,Fevereiro,0,Norte
2015,Tocantins,Feminino,Janeiro,0,Norte
2015,Roraima,Feminino,Abril,1,Norte
2015,Roraima,Feminino,Março,0,Norte
2015,Roraima,Feminino,Fevereiro,0,Norte
2015,Roraima,Feminino,Janeiro,0,Norte
2015,Amapá,Feminino,Agosto,0,Norte
2015,Amapá,Feminino,Julho,0,Norte
2015,Amapá,Feminino,Junho,0,Norte
2015,Amapá,Feminino,Maio,0,Norte
2015,Amapá,Feminino,Abril,0,Norte
2015,Amapá,Feminino,Março,0,Norte
2015,Amapá,Feminino,Fevereiro,0,Norte
2015,Amapá,Feminino,Janeiro,0,Norte
2015,Maranhão,Feminino,Agosto,1,Nordeste
2015,Maranhão,Feminino,Julho,5,Nordeste
2015,Maranhão,Feminino,Junho,1,Nordeste
2015,Maranhão,Feminino,Maio,1,Nordeste
2015,Pará,Feminino,Agosto,2,Norte
2015,Pará,Feminino,Julho,1,Norte
2015,Pará,Feminino,Junho,4,Norte
2015,Pará,Feminino,Maio,1,Norte
2015,Tocantins,Feminino,Dezembro,1,Norte
2015,Tocantins,Feminino,Novembro,1,Norte
2015,Tocantins,Feminino,Outubro,0,Norte
2015,Tocantins,Feminino,Setembro,0,Norte
2015,Tocantins,Feminino,Agosto,0,Norte
2015,Tocantins,Feminino,Julho,0,Norte
2015,Tocantins,Feminino,Junho,0,Norte
2015,Tocantins,Feminino,Maio,0,Norte
2015,Piauí,Feminino,Dezembro,1,Nordeste
2015,Piauí,Feminino,Novembro,1,Nordeste
2015,Piauí,Feminino,Outubro,2,Nordeste
2015,Piauí,Feminino,Setembro,0,Nordeste
2015,Amapá,Feminino,Dezembro,1,Norte
2015,Amapá,Feminino,Novembro,0,Norte
2015,Amapá,Feminino,Outubro,0,Norte
2015,Amapá,Feminino,Setembro,2,Norte
2015,Piauí,Feminino,Abril,0,Nordeste
2015,Piauí,Feminino,Março,0,Nordeste
2015,Piauí,Feminino,Fevereiro,1,Nordeste
2015,Piauí,Feminino,Janeiro,2,Nordeste
2015,Maranhão,Feminino,Dezembro,5,Nordeste
2015,Maranhão,Feminino,Novembro,0,Nordeste
2015,Maranhão,Feminino,Outubro,3,Nordeste
2015,Maranhão,Feminino,Setembro,5,Nordeste
2015,Rio Grande do Norte,Feminino,Abril,2,Nordeste
2015,Rio Grande do Norte,Feminino,Março,3,Nordeste
2015,Rio Grande do Norte,Feminino,Fevereiro,1,Nordeste
2015,Rio Grande do Norte,Feminino,Janeiro,1,Nordeste
2015,Maranhão,Feminino,Abril,0,Nordeste
2015,Maranhão,Feminino,Março,2,Nordeste
2015,Maranhão,Feminino,Fevereiro,1,Nordeste
2015,Maranhão,Feminino,Janeiro,0,Nordeste
2015,Ceará,Feminino,Agosto,16,Nordeste
2015,Ceará,Feminino,Julho,18,Nordeste
2015,Ceará,Feminino,Junho,30,Nordeste
2015,Ceará,Feminino,Maio,13,Nordeste
2015,Ceará,Feminino,Abril,17,Nordeste
2015,Ceará,Feminino,Março,9,Nordeste
2015,Ceará,Feminino,Fevereiro,9,Nordeste
2015,Ceará,Feminino,Janeiro,6,Nordeste
2015,Paraíba,Feminino,Agosto,3,Nordeste
2015,Paraíba,Feminino,Julho,1,Nordeste
2015,Paraíba,Feminino,Junho,3,Nordeste
2015,Paraíba,Feminino,Maio,1,Nordeste
2015,Piauí,Feminino,Agosto,0,Nordeste
2015,Piauí,Feminino,Julho,0,Nordeste
2015,Piauí,Feminino,Junho,1,Nordeste
2015,Piauí,Feminino,Maio,1,Nordeste
2015,Rio Grande do Norte,Feminino,Dezembro,5,Nordeste
2015,Rio Grande do Norte,Feminino,Novembro,3,Nordeste
2015,Rio Grande do Norte,Feminino,Outubro,3,Nordeste
2015,Rio Grande do Norte,Feminino,Setembro,3,Nordeste
2015,Rio Grande do Norte,Feminino,Agosto,3,Nordeste
2015,Rio Grande do Norte,Feminino,Julho,5,Nordeste
2015,Rio Grande do Norte,Feminino,Junho,1,Nordeste
2015,Rio Grande do Norte,Feminino,Maio,1,Nordeste
2015,Pernambuco,Feminino,Dezembro,15,Nordeste
2015,Pernambuco,Feminino,Novembro,11,Nordeste
2015,Pernambuco,Feminino,Outubro,8,Nordeste
2015,Pernambuco,Feminino,Setembro,12,Nordeste
2015,Ceará,Feminino,Dezembro,32,Nordeste
2015,Ceará,Feminino,Novembro,25,Nordeste
2015,Ceará,Feminino,Outubro,20,Nordeste
2015,Ceará,Feminino,Setembro,28,Nordeste
2015,Pernambuco,Feminino,Abril,8,Nordeste
2015,Pernambuco,Feminino,Março,12,Nordeste
2015,Pernambuco,Feminino,Fevereiro,6,Nordeste
2015,Pernambuco,Feminino,Janeiro,11,Nordeste
2015,Paraíba,Feminino,Dezembro,4,Nordeste
2015,Paraíba,Feminino,Novembro,1,Nordeste
2015,Paraíba,Feminino,Outubro,4,Nordeste
2015,Paraíba,Feminino,Setembro,4,Nordeste
2015,Sergipe,Feminino,Abril,5,Nordeste
2015,Sergipe,Feminino,Março,2,Nordeste
2015,Sergipe,Feminino,Fevereiro,0,Nordeste
2015,Sergipe,Feminino,Janeiro,0,Nordeste
2015,Paraíba,Feminino,Abril,2,Nordeste
2015,Paraíba,Feminino,Março,5,Nordeste
2015,Paraíba,Feminino,Fevereiro,1,Nordeste
2015,Paraíba,Feminino,Janeiro,2,Nordeste
2015,Alagoas,Feminino,Agosto,0,Nordeste
2015,Alagoas,Feminino,Julho,1,Nordeste
2015,Alagoas,Feminino,Junho,1,Nordeste
2015,Alagoas,Feminino,Maio,3,Nordeste
2015,Alagoas,Feminino,Abril,1,Nordeste
2015,Alagoas,Feminino,Março,3,Nordeste
2015,Alagoas,Feminino,Fevereiro,1,Nordeste
2015,Alagoas,Feminino,Janeiro,1,Nordeste
2015,Bahia,Feminino,Agosto,0,Nordeste
2015,Bahia,Feminino,Julho,5,Nordeste
2015,Bahia,Feminino,Junho,4,Nordeste
2015,Bahia,Feminino,Maio,3,Nordeste
2015,Pernambuco,Feminino,Agosto,7,Nordeste
2015,Pernambuco,Feminino,Julho,22,Nordeste
2015,Pernambuco,Feminino,Junho,7,Nordeste
2015,Pernambuco,Feminino,Maio,10,Nordeste
2015,Sergipe,Feminino,Dezembro,1,Nordeste
2015,Sergipe,Feminino,Novembro,0,Nordeste
2015,Sergipe,Feminino,Outubro,2,Nordeste
2015,Sergipe,Feminino,Setembro,2,Nordeste
2015,Sergipe,Feminino,Agosto,0,Nordeste
2015,Sergipe,Feminino,Julho,0,Nordeste
2015,Sergipe,Feminino,Junho,2,Nordeste
2015,Sergipe,Feminino,Maio,2,Nordeste
2015,Minas Gerais,Feminino,Dezembro,26,Sudeste
2015,Minas Gerais,Feminino,Novembro,21,Sudeste
2015,Minas Gerais,Feminino,Outubro,17,Sudeste
2015,Minas Gerais,Feminino,Setembro,20,Sudeste
2015,Alagoas,Feminino,Dezembro,11,Nordeste
2015,Alagoas,Feminino,Novembro,3,Nordeste
2015,Alagoas,Feminino,Outubro,2,Nordeste
2015,Alagoas,Feminino,Setembro,2,Nordeste
2015,Minas Gerais,Feminino,Abril,10,Sudeste
2015,Minas Gerais,Feminino,Março,10,Sudeste
2015,Minas Gerais,Feminino,Fevereiro,13,Sudeste
2015,Minas Gerais,Feminino,Janeiro,23,Sudeste
2015,Bahia,Feminino,Dezembro,6,Nordeste
2015,Bahia,Feminino,Novembro,7,Nordeste
2015,Bahia,Feminino,Outubro,6,Nordeste
2015,Bahia,Feminino,Setembro,10,Nordeste
2015,Rio de Janeiro,Feminino,Abril,15,Sudeste
2015,Rio de Janeiro,Feminino,Março,23,Sudeste
2015,Rio de Janeiro,Feminino,Fevereiro,23,Sudeste
2015,Rio de Janeiro,Feminino,Janeiro,13,Sudeste
2015,Bahia,Feminino,Abril,6,Nordeste
2015,Bahia,Feminino,Março,2,Nordeste
2015,Bahia,Feminino,Fevereiro,7,Nordeste
2015,Bahia,Feminino,Janeiro,5,Nordeste
2015,Espírito Santo,Feminino,Agosto,2,Sudeste
2015,Espírito Santo,Feminino,Julho,6,Sudeste
2015,Espírito Santo,Feminino,Junho,2,Sudeste
2015,Espírito Santo,Feminino,Maio,3,Sudeste
2015,Espírito Santo,Feminino,Abril,6,Sudeste
2015,Espírito Santo,Feminino,Março,2,Sudeste
2015,Espírito Santo,Feminino,Fevereiro,1,Sudeste
2015,Espírito Santo,Feminino,Janeiro,2,Sudeste
2015,São Paulo,Feminino,Agosto,96,Sudeste
2015,São Paulo,Feminino,Julho,100,Sudeste
2015,São Paulo,Feminino,Junho,86,Sudeste
2015,São Paulo,Feminino,Maio,76,Sudeste
2015,Minas Gerais,Feminino,Agosto,17,Sudeste
2015,Minas Gerais,Feminino,Julho,18,Sudeste
2015,Minas Gerais,Feminino,Junho,10,Sudeste
2015,Minas Gerais,Feminino,Maio,16,Sudeste
2015,Rio de Janeiro,Feminino,Dezembro,107,Sudeste
2015,Rio de Janeiro,Feminino,Novembro,27,Sudeste
2015,Rio de Janeiro,Feminino,Outubro,20,Sudeste
2015,Rio de Janeiro,Feminino,Setembro,26,Sudeste
